Sample Name,Component Name,Component Group Name,Expected RT,Retention Time Delta (min),Area,Height,Quality
15_CS1-5_t2,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
15_CS1-5_t2,acon-C.acon-C_m0-0,acon-C,15.881,0.055737751,199532.7802,58021.34613,0.167378653
15_CS1-5_t2,acon-C.acon-C_m1-0,acon-C,15.881,0.050418182,4395.491667,1533.333333,0.165555138
15_CS1-5_t2,acon-C.acon-C_m1-1,acon-C,15.881,0.052499949,16611.27171,6233.333252,0.097893372
15_CS1-5_t2,acon-C.acon-C_m2-1,acon-C,15.881,0.059006037,26813.04322,7873.295717,0.473885036
15_CS1-5_t2,acon-C.acon-C_m2-2,acon-C,15.881,0.059687141,117983.4306,22018.37759,0.216115896
15_CS1-5_t2,acon-C.acon-C_m3-2,acon-C,15.881,0.052362115,8669.617666,2321.95418,0.420738128
15_CS1-5_t2,acon-C.acon-C_m3-3,acon-C,15.881,0.056355394,12215.84583,3308.333333,0.21568286
15_CS1-5_t2,acon-C.acon-C_m4-3,acon-C,15.881,0.052245081,3537.817824,1126.705874,0.428159512
15_CS1-5_t2,acon-C.acon-C_m4-4,acon-C,15.881,0.251031503,14250.5831,3795.6614,0.044915934
15_CS1-5_t2,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
15_CS1-5_t2,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
15_CS1-5_t2,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
15_CS1-5_t2,icit.icit_m0-0,icit,15.6,0.045225471,39256154.6,7527169.035,0.431808777
15_CS1-5_t2,icit.icit_m1-0,icit,15.6,0.046795044,1416797.922,215242.0478,0.573473661
15_CS1-5_t2,icit.icit_m1-1,icit,15.6,0.045174538,7907221.007,1024629.104,0.697610486
15_CS1-5_t2,icit.icit_m2-1,icit,15.6,0.049283658,11984004.83,1310791.274,0.740938236
15_CS1-5_t2,icit.icit_m2-2,icit,15.6,0.043389161,10501213.54,1819331.711,0.537057476
15_CS1-5_t2,icit.icit_m3-2,icit,15.6,0.040465144,1715262.727,313595.6062,0.575294459
15_CS1-5_t2,icit.icit_m3-3,icit,15.6,0.042572053,3566801.753,450774.1441,0.755741339
15_CS1-5_t2,icit.icit_m4-3,icit,15.6,0.044370135,1324916.348,170104.4642,0.698326542
15_CS1-5_t2,icit.icit_m4-4,icit,15.6,0.04303159,535663.7188,96496.76403,0.480653763
15_CS1-5_t2,icit.icit_m5-4,icit,15.6,0.040805234,898879.5183,112916.4393,0.744871789
15_CS1-5_t2,icit.icit_m5-5,icit,15.6,0.038772967,226764.2594,40235.68724,0.525639839
15_CS1-5_t2,icit.icit_m6-5,icit,15.6,0.041069803,61913.71961,10927.15071,0.492023962
15_CS1-5_t2,oaa.oaa_m0-0,oaa,13.955,0.024383196,7857586.677,2179062.252,0.402345632
15_CS1-5_t2,oaa.oaa_m1-0,oaa,13.955,0.02619084,156602.7152,44101.44928,0.431249958
15_CS1-5_t2,oaa.oaa_m1-1,oaa,13.955,0.026695682,451009.467,124598.868,0.443711725
15_CS1-5_t2,oaa.oaa_m2-1,oaa,13.955,0.025660769,75920.38571,21671.42857,0.668697245
15_CS1-5_t2,oaa.oaa_m2-2,oaa,13.955,0.118955673,1355565.349,145057.2196,0
15_CS1-5_t2,oaa.oaa_m3-2,oaa,13.955,0.029139118,13579.37917,2362.5,0
15_CS1-5_t2,oaa.oaa_m3-3,oaa,13.955,0.369800256,203415.0586,36268.52288,0.098046126
15_CS1-5_t2,oaa.oaa_m4-3,oaa,13.955,0.009626592,25717.83453,3750.880414,0
16_CS1-6_t2,pyr.pyr_m0-0,pyr,4.553,0.036800408,4259071.213,488486.2925,0.891346223
16_CS1-6_t2,pyr.pyr_m1-0,pyr,4.553,0.034016103,348364.2035,40686.96327,0.908509317
16_CS1-6_t2,pyr.pyr_m2-0,pyr,4.553,0.030549963,299293.8554,34548.97778,0.907849856
16_CS1-6_t2,pyr.pyr_m3-0,pyr,4.553,0.027696049,2338378.766,269659.2778,0.936480151
16_CS1-6_t2,succ.succ_m0-0,succ,13.114,0.030729848,9874920.145,1573240.663,0.939598504
16_CS1-6_t2,succ.succ_m1-1,succ,13.114,0.032361907,826782.1278,135837.2454,0.951839113
16_CS1-6_t2,succ.succ_m2-2,succ,13.114,0.036536241,1125145.977,180555.913,0.939326756
16_CS1-6_t2,succ.succ_m3-3,succ,13.114,0.038710233,141931.1827,22893.21803,0.944073502
16_CS1-6_t2,succ.succ_m4-4,succ,13.114,0.039625779,60424.61209,10165.28171,0.753300518
16_CS1-6_t2,mal-L.mal-L_m0-0,mal-L,13.646,0.014966476,128605512.7,7493996.64,0
16_CS1-6_t2,mal-L.mal-L_m1-1,mal-L,13.417,0.03765223,65240055.52,4825264.14,1
16_CS1-6_t2,mal-L.mal-L_m2-2,mal-L,13.417,0.036420246,59704067.41,4546319.657,1
16_CS1-6_t2,mal-L.mal-L_m3-3,mal-L,13.417,0.034996105,50151444.86,3938310.177,1
16_CS1-6_t2,mal-L.mal-L_m4-4,mal-L,13.417,0.032137368,3634273.844,296217.9859,1
16_CS1-6_t2,akg.akg_m0-0,akg,13.881,0.020422174,3222151.839,610848.677,1
16_CS1-6_t2,akg.akg_m1-0,akg,13.881,0.020677598,36611.36322,8381.533891,0.874906915
16_CS1-6_t2,akg.akg_m1-1,akg,13.881,0.019259923,185205.4141,39611.64212,1
16_CS1-6_t2,akg.akg_m2-1,akg,13.881,0.018581627,87614.70261,24689.67768,0.992042006
16_CS1-6_t2,akg.akg_m2-2,akg,13.881,0.006113305,140538.8677,26728.601,0.776592237
16_CS1-6_t2,akg.akg_m3-2,akg,13.881,0.018967274,13309.97946,3549.997758,0.974932022
16_CS1-6_t2,akg.akg_m3-3,akg,13.881,0.015301361,27829.90572,5161.952236,1
16_CS1-6_t2,akg.akg_m4-3,akg,13.881,0.011914946,14550.4449,2841.899516,0.987174501
16_CS1-6_t2,akg.akg_m4-4,akg,13.881,0.038230341,53043.88429,8632.170798,1
16_CS1-6_t2,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
16_CS1-6_t2,acon-C.acon-C_m0-0,acon-C,15.881,0.047515956,246726.4153,69242.72691,0.212742192
16_CS1-6_t2,acon-C.acon-C_m1-0,acon-C,15.881,0.044251105,6819.664444,1996.666667,0.272437132
16_CS1-6_t2,acon-C.acon-C_m1-1,acon-C,15.881,0.047173393,25849.93778,7094.444444,0.139241421
16_CS1-6_t2,acon-C.acon-C_m2-1,acon-C,15.881,0.046767261,26521.07335,7807.97143,0.435364968
16_CS1-6_t2,acon-C.acon-C_m2-2,acon-C,15.881,0.05404172,115934.07,21778.47378,0.214659023
16_CS1-6_t2,acon-C.acon-C_m3-2,acon-C,15.881,0.051836899,6589.327971,1621.129742,0.322809133
16_CS1-6_t2,acon-C.acon-C_m3-3,acon-C,15.881,0.045099177,11943.93054,3284.659673,0.188561606
16_CS1-6_t2,acon-C.acon-C_m4-3,acon-C,15.881,N/A,N/A,N/A,N/A
16_CS1-6_t2,acon-C.acon-C_m4-4,acon-C,15.881,0.011847863,18650.39543,3333.736469,0.047122013
16_CS1-6_t2,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
16_CS1-6_t2,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
16_CS1-6_t2,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
16_CS1-6_t2,icit.icit_m0-0,icit,15.6,0.051598652,38199777.82,8049533.881,0.357497287
16_CS1-6_t2,icit.icit_m1-0,icit,15.6,0.051135255,1912614.6,297529.7897,0.640448648
16_CS1-6_t2,icit.icit_m1-1,icit,15.6,0.049812488,9928153.403,1374552.82,0.715185801
16_CS1-6_t2,icit.icit_m2-1,icit,15.6,0.053412255,12921271,1501865.817,0.764186539
16_CS1-6_t2,icit.icit_m2-2,icit,15.6,0.047303358,10363804.11,2073250.752,0.48286854
16_CS1-6_t2,icit.icit_m3-2,icit,15.6,0.045037895,2044560.417,338309.6438,0.632311925
16_CS1-6_t2,icit.icit_m3-3,icit,15.6,0.048394717,3304445.148,528811.244,0.603345282
16_CS1-6_t2,icit.icit_m4-3,icit,15.6,0.049385329,1402735.979,187518.9658,0.709671395
16_CS1-6_t2,icit.icit_m4-4,icit,15.6,0.047512545,623811.9726,108821.3333,0.514379435
16_CS1-6_t2,icit.icit_m5-4,icit,15.6,0.047618593,851123.3251,113115.5519,0.706548793
16_CS1-6_t2,icit.icit_m5-5,icit,15.6,0.045744529,229638.8657,40944.65292,0.536097157
16_CS1-6_t2,icit.icit_m6-5,icit,15.6,0.046589826,77504.69608,10717.01717,0.656310651
16_CS1-6_t2,oaa.oaa_m0-0,oaa,13.955,0.013560342,11782920.91,3116494.443,0.405358729
16_CS1-6_t2,oaa.oaa_m1-0,oaa,13.955,0.016193482,200408.5142,54359.91364,0.398602407
16_CS1-6_t2,oaa.oaa_m1-1,oaa,13.955,0.015116438,627850.0899,169113.1579,0.423083985
16_CS1-6_t2,oaa.oaa_m2-1,oaa,13.955,0.017794296,84101.64802,22138.09524,0.660316604
16_CS1-6_t2,oaa.oaa_m2-2,oaa,13.955,0.096126649,1222067.938,139786.2103,0.040219335
16_CS1-6_t2,oaa.oaa_m3-2,oaa,13.955,0.356078122,77515.49552,13300.24161,0.105857197
16_CS1-6_t2,oaa.oaa_m3-3,oaa,13.955,0.295328722,62645.43799,13362.8923,0.029771942
16_CS1-6_t2,oaa.oaa_m4-3,oaa,13.955,0.012437367,21948.64474,3121.929825,0
17_CS1-7_t2,pyr.pyr_m0-0,pyr,4.553,0.013122804,3052647.674,393655.0353,0.928636795
17_CS1-7_t2,pyr.pyr_m1-0,pyr,4.553,0.01051758,268194.7091,35115.33564,0.945344252
17_CS1-7_t2,pyr.pyr_m2-0,pyr,4.553,0.009021046,232170.4198,30527.26776,0.936244719
17_CS1-7_t2,pyr.pyr_m3-0,pyr,4.553,0.005140551,1665209.379,212877.117,0.974351016
17_CS1-7_t2,succ.succ_m0-0,succ,13.114,0.05723921,7759872.503,1256449.122,0.934229252
17_CS1-7_t2,succ.succ_m1-1,succ,13.114,0.059174368,654964.1078,103054.7647,0.931628509
17_CS1-7_t2,succ.succ_m2-2,succ,13.114,0.061546233,1043785.317,172482.4728,0.951915571
17_CS1-7_t2,succ.succ_m3-3,succ,13.114,0.062364544,160008.8055,26520.05427,0.949218619
17_CS1-7_t2,succ.succ_m4-4,succ,13.114,0.064775467,62361.42561,10834.70971,0.719971927
17_CS1-7_t2,mal-L.mal-L_m0-0,mal-L,13.646,0.054110406,136133571,7120953.91,0
17_CS1-7_t2,mal-L.mal-L_m1-1,mal-L,13.417,0.0063341,50776724.72,4198823.548,1
17_CS1-7_t2,mal-L.mal-L_m2-2,mal-L,13.417,0.007969728,47448672.54,4064995.3,1
17_CS1-7_t2,mal-L.mal-L_m3-3,mal-L,13.417,0.011172835,40245017.16,3527380.965,1
17_CS1-7_t2,mal-L.mal-L_m4-4,mal-L,13.417,0.011009341,3041585.398,271074.366,1
17_CS1-7_t2,akg.akg_m0-0,akg,13.881,0.003152547,2091903.529,520339.8035,1
17_CS1-7_t2,akg.akg_m1-0,akg,13.881,0.006737364,32919.76849,8356.321773,0.830909526
17_CS1-7_t2,akg.akg_m1-1,akg,13.881,0.001300954,169964.2459,39297.05186,1
17_CS1-7_t2,akg.akg_m2-1,akg,13.881,0.006253812,85642.49591,24148.0909,1
17_CS1-7_t2,akg.akg_m2-2,akg,13.881,0.008218313,100437.4685,23974.98559,0.814842082
17_CS1-7_t2,akg.akg_m3-2,akg,13.881,0.007141789,11268.52794,3376.488889,0.841879428
17_CS1-7_t2,akg.akg_m3-3,akg,13.881,0.003168705,14037.34295,4116.72549,0.869176971
17_CS1-7_t2,akg.akg_m4-3,akg,13.881,0.008011288,9838.113009,2673.86086,0.880655893
17_CS1-7_t2,akg.akg_m4-4,akg,13.881,0.00497618,34000.21225,5785.205904,0.798157079
17_CS1-7_t2,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
17_CS1-7_t2,acon-C.acon-C_m0-0,acon-C,15.881,0.064914898,133449.5487,47797.65798,0.134905826
17_CS1-7_t2,acon-C.acon-C_m1-0,acon-C,15.881,N/A,N/A,N/A,N/A
17_CS1-7_t2,acon-C.acon-C_m1-1,acon-C,15.881,0.067634918,12834.73654,3664.102564,0.072328437
17_CS1-7_t2,acon-C.acon-C_m2-1,acon-C,15.881,0.06673301,17665.75882,4987.774223,0.506568175
17_CS1-7_t2,acon-C.acon-C_m2-2,acon-C,15.881,0.009181208,39129.07309,10931.1227,0.073786835
17_CS1-7_t2,acon-C.acon-C_m3-2,acon-C,15.881,0.068145804,4351.782038,1378.564546,0.276702571
17_CS1-7_t2,acon-C.acon-C_m3-3,acon-C,15.881,0.07623679,10942.90914,2578.545792,0.218868543
17_CS1-7_t2,acon-C.acon-C_m4-3,acon-C,15.881,N/A,N/A,N/A,N/A
17_CS1-7_t2,acon-C.acon-C_m4-4,acon-C,15.881,0.232771626,8449,2051.515152,0.02890303
17_CS1-7_t2,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
17_CS1-7_t2,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
17_CS1-7_t2,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
17_CS1-7_t2,icit.icit_m0-0,icit,15.6,0.035180645,13700285.67,2815911.901,0.298279017
17_CS1-7_t2,icit.icit_m1-0,icit,15.6,0.043520111,477171.3221,71275.53788,0.405949101
17_CS1-7_t2,icit.icit_m1-1,icit,15.6,0.039246022,1957469.55,340839.3045,0.355605146
17_CS1-7_t2,icit.icit_m2-1,icit,15.6,0.078310692,5238690.971,412910.898,0.703130966
17_CS1-7_t2,icit.icit_m2-2,icit,15.6,0.037711209,3301604.17,577683.6626,0.354460302
17_CS1-7_t2,icit.icit_m3-2,icit,15.6,0.039075478,651758.8949,89790.77325,0.460286273
17_CS1-7_t2,icit.icit_m3-3,icit,15.6,0.041657005,1027946.458,136520.5591,0.44735695
17_CS1-7_t2,icit.icit_m4-3,icit,15.6,0.040450166,345785.902,54157.67849,0.354954783
17_CS1-7_t2,icit.icit_m4-4,icit,15.6,0.037222489,189128.203,29818.89848,0.310212086
17_CS1-7_t2,icit.icit_m5-4,icit,15.6,0.03694252,286513.692,40316.54387,0.46988725
17_CS1-7_t2,icit.icit_m5-5,icit,15.6,0.035903119,82348.32182,13116.62818,0.355691671
17_CS1-7_t2,icit.icit_m6-5,icit,15.6,0.039771286,23256.98586,3956.520743,0.35178044
17_CS1-7_t2,oaa.oaa_m0-0,oaa,13.955,0.04609851,5042363.719,1258567.611,0.406328269
17_CS1-7_t2,oaa.oaa_m1-0,oaa,13.955,0.044400985,90214.90929,24920.44983,0.396169194
17_CS1-7_t2,oaa.oaa_m1-1,oaa,13.955,0.046077544,261741.6326,73220.2019,0.404956839
17_CS1-7_t2,oaa.oaa_m2-1,oaa,13.955,0.048562488,40098.56009,11309.64912,0.588129048
17_CS1-7_t2,oaa.oaa_m2-2,oaa,13.955,0.096026634,736916.4448,85937.92902,0
17_CS1-7_t2,oaa.oaa_m3-2,oaa,13.955,0.35291857,44830.71185,5862.383547,0.082990538
17_CS1-7_t2,oaa.oaa_m3-3,oaa,13.955,0.375824817,194574.6894,20791.00662,0.130251785
17_CS1-7_t2,oaa.oaa_m4-3,oaa,13.955,0.047728228,4620.986551,1255.490577,0.0078033
18_CS1-8_t2,pyr.pyr_m0-0,pyr,4.553,0.018612388,3458822.729,436759.1972,0.927517107
18_CS1-8_t2,pyr.pyr_m1-0,pyr,4.553,0.015883386,301855.9348,38152.6867,0.942413741
18_CS1-8_t2,pyr.pyr_m2-0,pyr,4.553,0.014791927,263481.8119,33855.03125,0.941864996
18_CS1-8_t2,pyr.pyr_m3-0,pyr,4.553,0.010984058,1981650.273,252863.4722,0.976734922
18_CS1-8_t2,succ.succ_m0-0,succ,13.114,0.020594183,8324595.003,1208989.126,0.947535731
18_CS1-8_t2,succ.succ_m1-1,succ,13.114,0.023538481,701649.6513,103921.5201,0.94429974
18_CS1-8_t2,succ.succ_m2-2,succ,13.114,0.02670277,1048602.302,150303.3922,0.956429565
18_CS1-8_t2,succ.succ_m3-3,succ,13.114,0.02912562,145851.5106,21225.31531,0.952446027
18_CS1-8_t2,succ.succ_m4-4,succ,13.114,0.030410393,64428.13158,8818.909014,0.771364203
18_CS1-8_t2,mal-L.mal-L_m0-0,mal-L,13.646,0.026037643,132267108.1,7029502.394,0
18_CS1-8_t2,mal-L.mal-L_m1-1,mal-L,13.417,0.012388416,51414370.48,4243121.162,1
18_CS1-8_t2,mal-L.mal-L_m2-2,mal-L,13.417,0.009743169,46383419.1,4140781.138,1
18_CS1-8_t2,mal-L.mal-L_m3-3,mal-L,13.417,0.00994306,38135295.38,3496484.803,1
18_CS1-8_t2,mal-L.mal-L_m4-4,mal-L,13.417,0.007420546,2980197.808,280097.4391,1
18_CS1-8_t2,akg.akg_m0-0,akg,13.881,0.00790866,2858105.186,563122.508,1
18_CS1-8_t2,akg.akg_m1-0,akg,13.881,0.006458941,26097.42715,6318.350213,1
18_CS1-8_t2,akg.akg_m1-1,akg,13.881,0.00380363,179182.7273,35535.25462,1
18_CS1-8_t2,akg.akg_m2-1,akg,13.881,0.001333663,63576.95603,18498.21684,1
18_CS1-8_t2,akg.akg_m2-2,akg,13.881,0.004654763,95132.03211,19878.66104,0.784731079
18_CS1-8_t2,akg.akg_m3-2,akg,13.881,0.002040364,7808.001708,2631.5,0.702828927
18_CS1-8_t2,akg.akg_m3-3,akg,13.881,N/A,N/A,N/A,N/A
18_CS1-8_t2,akg.akg_m4-3,akg,13.881,0.013749264,9344.85754,1650.111673,1
18_CS1-8_t2,akg.akg_m4-4,akg,13.881,0.011620222,30322.93133,5474.059291,0.796463769
18_CS1-8_t2,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
18_CS1-8_t2,acon-C.acon-C_m0-0,acon-C,15.881,0.058317894,171879.3073,53920.83333,0.158136348
18_CS1-8_t2,acon-C.acon-C_m1-0,acon-C,15.881,0.063312504,3158.626282,1144.871795,0.140012254
18_CS1-8_t2,acon-C.acon-C_m1-1,acon-C,15.881,0.06039786,24678.15335,7559.238613,0.144333321
18_CS1-8_t2,acon-C.acon-C_m2-1,acon-C,15.881,0.062546301,23680.01042,8450,0.533512807
18_CS1-8_t2,acon-C.acon-C_m2-2,acon-C,15.881,0.01764478,43572.18438,11670.27272,0.081091384
18_CS1-8_t2,acon-C.acon-C_m3-2,acon-C,15.881,0.063432493,5100.795934,1731.885117,0.306732844
18_CS1-8_t2,acon-C.acon-C_m3-3,acon-C,15.881,0.065061806,13159.23453,3036.806801,0.235201267
18_CS1-8_t2,acon-C.acon-C_m4-3,acon-C,15.881,0.065764946,3397.722005,1053.791257,0.541703445
18_CS1-8_t2,acon-C.acon-C_m4-4,acon-C,15.881,0.470368046,44638.26128,11218.62938,0.121869734
18_CS1-8_t2,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
18_CS1-8_t2,acon-C.acon-C_m5-5,acon-C,15.881,N/A,N/A,N/A,N/A
18_CS1-8_t2,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
18_CS1-8_t2,icit.icit_m0-0,icit,15.6,0.039606172,15125800.74,3436978.531,0.283333689
18_CS1-8_t2,icit.icit_m1-0,icit,15.6,0.042749433,594714.9973,93574.61304,0.426141603
18_CS1-8_t2,icit.icit_m1-1,icit,15.6,0.039659281,2468963.009,431147.038,0.380650357
18_CS1-8_t2,icit.icit_m2-1,icit,15.6,0.041539828,3591346.83,571865.5205,0.397382492
18_CS1-8_t2,icit.icit_m2-2,icit,15.6,0.039896385,4606264.099,817498.3161,0.406915694
18_CS1-8_t2,icit.icit_m3-2,icit,15.6,0.037179406,805357.7536,122557.6112,0.486557538
18_CS1-8_t2,icit.icit_m3-3,icit,15.6,0.03814582,1276078.803,194598.1815,0.466864978
18_CS1-8_t2,icit.icit_m4-3,icit,15.6,0.040661855,469698.3956,79846.63733,0.424291954
18_CS1-8_t2,icit.icit_m4-4,icit,15.6,0.037050728,227930.0287,40702.44483,0.326283413
18_CS1-8_t2,icit.icit_m5-4,icit,15.6,0.037074245,350152.8778,48109.6767,0.497591752
18_CS1-8_t2,icit.icit_m5-5,icit,15.6,0.035500982,105323.8709,19024.60581,0.387221632
18_CS1-8_t2,icit.icit_m6-5,icit,15.6,0.035943329,27316.58654,4683.379614,0.352261727
18_CS1-8_t2,oaa.oaa_m0-0,oaa,13.955,0.03741002,5395803.658,1444957.337,0.401628147
18_CS1-8_t2,oaa.oaa_m1-0,oaa,13.955,0.037954165,98162.925,28633.33333,0.383642933
18_CS1-8_t2,oaa.oaa_m1-1,oaa,13.955,0.038451548,310667.779,82037.40684,0.451893409
18_CS1-8_t2,oaa.oaa_m2-1,oaa,13.955,0.040710105,42622.55998,11402.10061,0.600893673
18_CS1-8_t2,oaa.oaa_m2-2,oaa,13.955,0.05598352,586349.8934,90655.09726,0
18_CS1-8_t2,oaa.oaa_m3-2,oaa,13.955,0.090273661,26037.52147,3253.34568,0.047776779
18_CS1-8_t2,oaa.oaa_m3-3,oaa,13.955,0.339150379,126507.0948,15164.31086,0.079801683
18_CS1-8_t2,oaa.oaa_m4-3,oaa,13.955,0.341554922,50406.29065,6297.631822,0.086290118
81_CS1-1_t3,pyr.pyr_m0-0,pyr,4.553,0.016494133,237549.8152,37545.87484,0.534610941
81_CS1-1_t3,pyr.pyr_m1-0,pyr,4.553,0.019372213,14729.11094,2400.657022,0.57085645
81_CS1-1_t3,pyr.pyr_m2-0,pyr,4.553,0.020753558,11061.6596,1644.86648,0.185269837
81_CS1-1_t3,pyr.pyr_m3-0,pyr,4.553,0.022684716,77402.60643,12411.52707,0.755763876
81_CS1-1_t3,succ.succ_m0-0,succ,13.114,0.072522043,15787236.38,2065934.181,0.970452848
81_CS1-1_t3,succ.succ_m1-1,succ,13.114,0.0728504,1263753.97,158914.7114,0.960302559
81_CS1-1_t3,succ.succ_m2-2,succ,13.114,0.076207626,1606942.183,210105.6317,0.969605098
81_CS1-1_t3,succ.succ_m3-3,succ,13.114,0.079762682,160110.6441,21435.0335,0.942556539
81_CS1-1_t3,succ.succ_m4-4,succ,13.114,0.080614755,30161.34817,4099.727049,0.610876196
81_CS1-1_t3,mal-L.mal-L_m0-0,mal-L,13.646,0.157319146,141875847.8,7119080.982,1
81_CS1-1_t3,mal-L.mal-L_m1-1,mal-L,13.417,0.00130839,26787701.86,2730121.54,1
81_CS1-1_t3,mal-L.mal-L_m2-2,mal-L,13.417,0.002277819,22589543.09,2306558.992,1
81_CS1-1_t3,mal-L.mal-L_m3-3,mal-L,13.417,0.004039069,5507676.83,583854.1428,1
81_CS1-1_t3,mal-L.mal-L_m4-4,mal-L,13.417,0.004418128,657645.8593,69062.7772,0.987981801
81_CS1-1_t3,akg.akg_m0-0,akg,13.881,0.012047449,2506799.063,585453.2979,1
81_CS1-1_t3,akg.akg_m1-0,akg,13.881,0.012376512,24373.89803,6600.665076,0.861235802
81_CS1-1_t3,akg.akg_m1-1,akg,13.881,0.013628946,157604.7532,37306.69372,1
81_CS1-1_t3,akg.akg_m2-1,akg,13.881,0.016366225,80931.25821,24469.11205,1
81_CS1-1_t3,akg.akg_m2-2,akg,13.881,0.020215059,76836.52331,16508.10314,1
81_CS1-1_t3,akg.akg_m3-2,akg,13.881,0.014662071,9343.387885,2826.244638,0.920882818
81_CS1-1_t3,akg.akg_m3-3,akg,13.881,0.014631847,6699.479858,1708.271131,0.46951558
81_CS1-1_t3,akg.akg_m4-3,akg,13.881,0.015789702,3926.403722,1427.444444,0.632580749
81_CS1-1_t3,akg.akg_m4-4,akg,13.881,0.008250203,22531.18639,3701.933116,0.57717095
81_CS1-1_t3,akg.akg_m5-4,akg,13.881,N/A,N/A,N/A,N/A
81_CS1-1_t3,acon-C.acon-C_m0-0,acon-C,15.881,0.072272126,34283.85515,9955.651971,0.035100586
81_CS1-1_t3,acon-C.acon-C_m1-0,acon-C,15.881,N/A,N/A,N/A,N/A
81_CS1-1_t3,acon-C.acon-C_m1-1,acon-C,15.881,0.050518377,6886.428333,2356.666667,0.04422405
81_CS1-1_t3,acon-C.acon-C_m2-1,acon-C,15.881,0.083803728,5893.29247,1703.138853,0.370748951
81_CS1-1_t3,acon-C.acon-C_m2-2,acon-C,15.881,0.021165407,36990.28935,8268.980361,0.080992722
81_CS1-1_t3,acon-C.acon-C_m3-2,acon-C,15.881,N/A,N/A,N/A,N/A
81_CS1-1_t3,acon-C.acon-C_m3-3,acon-C,15.881,0.113271471,5194.683437,1508.637067,0.155612375
81_CS1-1_t3,acon-C.acon-C_m4-3,acon-C,15.881,N/A,N/A,N/A,N/A
81_CS1-1_t3,acon-C.acon-C_m4-4,acon-C,15.881,0.283678103,13577.21671,2852.946036,0.045883141
81_CS1-1_t3,acon-C.acon-C_m5-4,acon-C,15.881,N/A,N/A,N/A,N/A
81_CS1-1_t3,acon-C.acon-C_m5-5,acon-C,15.881,0.397977851,3808.621332,1059.540788,0.059400884
81_CS1-1_t3,acon-C.acon-C_m6-5,acon-C,15.881,N/A,N/A,N/A,N/A
81_CS1-1_t3,icit.icit_m0-0,icit,15.6,0.028151125,3999632.322,805473.4645,0.201611123
81_CS1-1_t3,icit.icit_m1-0,icit,15.6,0.032630795,131947.9872,18961.43268,0.297583417
81_CS1-1_t3,icit.icit_m1-1,icit,15.6,0.028645679,538729.9786,84666.65536,0.266090467
81_CS1-1_t3,icit.icit_m2-1,icit,15.6,0.067975491,1322553.207,96248.44552,0.559476401
81_CS1-1_t3,icit.icit_m2-2,icit,15.6,0.028049273,795582.0549,131817.718,0.269755147
81_CS1-1_t3,icit.icit_m3-2,icit,15.6,0.034138282,104132.6197,13931.36343,0.30477304
81_CS1-1_t3,icit.icit_m3-3,icit,15.6,0.029803044,119373.8863,16445.79706,0.297101935
81_CS1-1_t3,icit.icit_m4-3,icit,15.6,0.033337932,63373.26044,9283.849812,0.272480848
81_CS1-1_t3,icit.icit_m4-4,icit,15.6,0.030121453,31146.40704,4275.751825,0.19522941
81_CS1-1_t3,icit.icit_m5-4,icit,15.6,0.054853824,23447.69082,2551.890886,0.275614618
81_CS1-1_t3,icit.icit_m5-5,icit,15.6,N/A,N/A,N/A,N/A
81_CS1-1_t3,icit.icit_m6-5,icit,15.6,N/A,N/A,N/A,N/A
81_CS1-1_t3,oaa.oaa_m0-0,oaa,13.955,0.059588269,8137779.752,2263808.174,0.438705149
81_CS1-1_t3,oaa.oaa_m1-0,oaa,13.955,0.059527939,218569.8867,65726.4759,0.437587053
81_CS1-1_t3,oaa.oaa_m1-1,oaa,13.955,0.059111984,515462.4423,151358.0068,0.50802214
81_CS1-1_t3,oaa.oaa_m2-1,oaa,13.955,0.061757251,110094.9162,31323.04349,0.716434945
81_CS1-1_t3,oaa.oaa_m2-2,oaa,13.955,0.068440454,814652.6053,131863.8457,0.061999343
81_CS1-1_t3,oaa.oaa_m3-2,oaa,13.955,0.060384113,16807.55833,5250,0.054749125
81_CS1-1_t3,oaa.oaa_m3-3,oaa,13.955,0.13236435,60905.8007,6314.712717,0.080737044
81_CS1-1_t3,oaa.oaa_m4-3,oaa,13.955,0.05601742,7234.507898,1640.372365,0
82_CS1-2_t3,pyr.pyr_m0-0,pyr,4.553,0.011767712,845516.8554,129739.4184,0.776488314
