Gene	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S1	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S3	S40	S41	S42	S43	S4	S5	S6	S7	S8	S9
Ticam2	0.0	0.0	0.0	0.0	0.040561	0.0	0.0	0.0	0.0	0.0	0.0	0.191698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.185972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23630900000000002	0.11446300000000001	0.0	0.0	0.0	0.0	0.0
Ticrr	0.37209699999999996	0.522446	0.182249	3.952143	5.5660620000000005	0.526582	0.488054	0.324047	1.322164	2.684073	3.924263	1.908123	0.125417	4.576464	3.7873040000000002	1.173913	0.543826	0.33174899999999996	1.993181	4.034923	3.4040220000000003	1.7350919999999999	0.694639	0.14665	0.198863	5.846887000000001	2.560111	1.9350029999999998	1.9723689999999998	0.171024	2.806491	2.82313	1.144113	2.330666	1.577173	0.092386	0.20391600000000001	0.493777	0.615789	0.731805	5.328812999999999	2.2516119999999997	1.074457
Tie1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tifa	8.765617	3.851092	9.121928	6.220452	1.355214	7.462901	6.525407	8.665322999999999	1.5269629999999998	6.438072	1.510307	10.241698	4.903129	7.4479820000000005	6.030428	10.438724	6.211213	0.328493	4.385089	7.017707000000001	7.822336	2.424313	10.407699000000001	6.263319999999999	7.083010000000001	5.599914	4.966901	6.745896000000001	11.276042	7.814095	3.92675	3.265489	4.822394999999999	5.378384	13.208965	7.927741999999999	8.018366	4.617736	0.180953	10.819695	5.489342	2.288214	5.4795940000000005
Tifab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tigar	25.218597	18.298967	14.733409	30.504927000000002	31.190474	13.687763	24.905609	28.303026000000003	9.016314999999999	11.319814	31.158341999999998	25.008860000000002	9.026807000000002	20.907282000000002	21.152279	13.942179000000001	4.534966000000001	12.377999	7.229788	19.700144	20.857037	11.414686	10.586848	16.174053	13.978287	31.744303000000002	14.815660000000001	9.506158000000001	28.489371999999996	24.388401	18.686197	17.444614	31.991543	19.941723	26.104149	21.38958	26.983307	29.717243	37.227546999999994	35.926228	36.520748	9.709551	29.302511
Tigd2	10.529553	4.116611	2.7511229999999998	12.473824	11.159267	12.319158	12.483993	11.226892	4.5013309999999995	17.250835000000002	9.430524	13.105998	10.431063	6.904189	10.395674	16.335428	9.036045	13.381701000000001	6.118848000000001	9.752905	18.23498	8.388821	13.108376000000002	14.388741	12.375257000000001	7.814744999999999	9.234011	19.664684	14.572379000000002	12.716413000000001	6.071269999999999	0.765329	15.118189000000001	17.86659	11.514369	9.394666	14.175714000000001	10.646778	6.092843	4.766484999999999	11.907580000000001	7.577433	14.695232
Tigd3	0.0	0.0	0.0	0.565769	0.597025	0.18979400000000002	0.239108	0.0	1.586225	0.297473	0.527255	0.320902	0.18953599999999998	1.303444	0.8413139999999999	0.500517	0.0	0.0	1.199914	1.202763	0.9741920000000001	0.661053	0.518447	0.0	0.0	1.399266	0.577991	0.6618729999999999	0.484584	0.33426300000000003	1.0325309999999999	0.8919469999999999	0.109051	0.797847	0.0	0.0	0.0	0.0	0.0	0.0	0.890857	1.369284	0.225652
Tigd4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48402799999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20291199999999998	0.0	0.0	0.0
Tigd5	0.46697700000000003	0.0	0.0	0.369944	0.302627	0.152497	0.260276	0.038555	0.7218720000000001	0.354706	0.194043	0.246209	0.0	0.787425	0.272746	0.141272	1.541495	0.363025	0.537871	0.24487199999999998	0.379598	0.260896	0.20083099999999998	0.0	0.0	0.195169	0.343141	0.329417	0.16706500000000002	0.082441	0.411017	0.369911	0.047599	0.21507600000000002	0.158657	0.27510500000000004	0.069475	0.20649800000000001	0.0	0.0	0.362829	0.427483	0.136186
Tigit	0.718286	0.714217	2.638288	0.682763	0.80269	0.513143	2.5658529999999997	2.905625	1.7501970000000002	4.811239	0.6263479999999999	5.936101	6.447744999999999	0.569926	2.2433330000000002	4.203717	0.0	8.130563	1.36687	4.549494	2.9483740000000003	1.208538	7.878433	6.4092400000000005	7.741528999999999	0.819013	3.830379	4.44613	7.655361	12.143983	1.3517549999999998	3.1154330000000003	1.8380470000000002	2.52515	6.322457	7.650597	8.957502	1.987375	3.0789419999999996	0.0	0.867038	0.349225	0.9887530000000001
Timeless	7.026451	8.70314	4.586832	14.237391	19.150752999999998	2.704883	3.6819040000000003	6.7933259999999995	39.869591	7.639334	15.258044	7.970532	3.404953	18.694164	14.215269000000001	4.94499	5.771548	3.182454	28.290342	19.38139	13.043217	49.373489	4.005986	1.776852	4.200836	15.365293	19.934919	9.305750999999999	7.558128	4.255025	11.658277	20.051464000000003	5.876945	10.006977000000001	6.389832	3.219184	2.6699599999999997	5.917012000000001	6.240278	6.477451	17.42182	21.795095	4.052189
Timm10	163.487854	119.808006	120.986694	164.866516	137.70388799999998	150.05071999999998	122.78907	124.03384399999999	118.70472	188.876694	118.684601	133.99391200000002	136.28826899999999	151.153976	186.805252	210.365585	128.129944	113.512672	348.888763	197.41906699999998	201.19438200000002	98.642372	155.39764399999999	114.38944199999999	175.17929099999998	134.45459	274.36062599999997	241.82824700000003	112.216171	81.74379	173.392197	231.549179	109.692856	185.34526100000002	144.783951	131.245148	105.652824	117.63686399999999	83.18755300000001	100.966736	119.176239	197.395767	127.587753
Timm10b	288.888824	195.402527	169.030609	156.17773400000002	178.75479099999998	260.194153	275.229675	237.252594	117.320885	460.85272199999997	110.440491	442.767853	338.721619	155.04451	213.25891099999998	513.156433	270.74945099999997	378.549164	180.955276	239.113144	427.459839	63.06760799999999	409.873962	363.516998	344.533783	211.97955299999998	276.318176	450.954742	388.069153	317.130219	237.58566299999998	225.56485	215.46888700000002	395.756592	352.70550499999996	381.151062	342.535034	196.77531399999998	174.615677	168.077744	126.509804	123.13151599999999	237.918961
Timm13	498.980499	266.94534300000004	271.153442	556.751404	582.480225	391.299042	434.309509	293.18899500000003	1878.6772460000002	606.4326169999999	550.002441	460.487274	504.32156399999997	587.936584	733.0878299999999	685.9686889999999	554.118347	372.220917	1652.325439	734.522217	473.95635999999996	1272.602783	479.16461200000003	347.141144	333.333984	516.901672	1125.772217	679.386963	404.107391	245.595688	798.2037349999999	828.919189	346.719635	460.421417	454.84924299999994	391.59542799999997	291.090637	385.406677	184.476578	202.253799	507.83822599999996	911.025024	417.759674
Timm17a	71.5532	57.72379300000001	76.604324	198.46373	162.958939	98.50421899999999	75.28645300000001	73.352501	57.200226	120.16983	247.691223	89.320427	42.703765999999995	278.815338	180.291931	81.394821	35.276627000000005	101.761055	90.548592	125.43656200000001	123.26713600000001	64.788216	82.596947	78.119385	56.3801	224.382858	119.74650600000001	115.520622	89.492149	107.797501	203.806061	136.431976	103.272995	143.633408	123.64693500000001	87.086967	97.37513	77.650772	61.89904	64.472328	219.074219	109.76435900000001	91.697746
Timm17b	104.99671200000002	18.599974	11.857614	270.54675299999997	298.783508	159.360504	128.207932	33.357601	98.544037	215.53212000000002	236.878006	178.67752099999998	69.50586700000001	200.498276	236.5009	179.991852	45.220135	95.763611	145.550705	194.768463	223.505783	87.420006	161.4888	107.60183700000002	73.657211	247.875992	185.787781	182.954025	155.167572	91.65529599999999	281.343414	87.68705	150.945694	200.495529	180.419128	132.184296	66.151527	50.236216999999996	12.962452	34.217316	225.40928599999998	204.974518	170.401794
Timm21	14.521325	13.357107000000001	21.323786	42.404957	41.893105	17.052303	18.21903	22.464462	20.538601	25.225863	47.385494	24.312496	16.732176000000003	58.894447	40.801563	20.645342000000003	9.855624	14.933423000000001	30.843947999999997	34.941589	26.808353000000004	29.915615000000003	19.712528	12.09788	9.43178	54.63375500000001	33.299889	31.579876000000002	26.213144	20.366457	44.5425	45.834389	22.053043	36.409752000000005	23.628935000000002	15.665488	21.941833	13.067606	21.323788	23.231501	46.485233	32.319664	20.628803
Timm22	26.209539000000003	8.002571000000001	4.208261	68.043213	56.845749	19.901592	33.1404	28.025505	34.179268	32.309082000000004	56.870205000000006	22.265039	14.970992	56.974022	31.664872999999996	22.990192	13.212957000000001	21.412125	62.869595	39.249148999999996	39.885868	56.608146999999995	16.690403	17.613042999999998	22.163273	53.99881	39.896107	33.305107	20.11113	23.492628	50.023720000000004	57.396361999999996	37.49868	40.457367	28.965155	27.766319	23.850132000000002	29.967955	12.185366	11.145514	66.71096	38.298965	33.922688
Timm29	13.480927	18.538412	12.641521000000001	7.501958	10.955911	1.6701380000000001	11.095080000000001	16.892403	4.919407	4.98576	9.312619	11.113406	4.371596	9.357704	10.802206	8.200482000000001	1.607927	8.998253	5.340669	7.5800399999999994	14.19404	7.779737	5.822183	6.393102	8.134393	11.659808	6.3744190000000005	5.004418	12.588453	12.619202	3.7876519999999996	9.322216000000001	17.105339	9.945808	9.713205	9.942153999999999	13.227134	13.442402	24.328356	34.085857	8.848333	2.424599	15.808743
Timm44	55.484840000000005	24.317251000000002	19.050209	54.277336	52.561108	34.286097999999996	39.724663	40.595345	59.109928000000004	39.485283	52.789204000000005	46.84317	43.201351	61.71499300000001	70.77639	49.259353999999995	29.69903	40.88686	67.490601	68.990143	53.081676	64.10928299999999	45.649002	31.744146	39.411381	59.121596999999994	75.608368	49.440670000000004	55.670242	35.443951	50.286518	82.82579799999999	40.568366999999995	47.214512	56.103401	37.769665	33.767204	46.583892999999996	28.450726	26.762539	52.000946	41.541393	44.371937
Timm50	71.594261	61.685539	50.727299	139.868057	145.093552	59.430797999999996	61.779713	67.35440799999999	42.579327	78.437759	166.819504	53.32974599999999	26.727328999999997	110.96480600000001	97.67231	58.140289	38.042503	39.205284000000006	85.872162	84.902107	74.597099	78.652199	43.656521000000005	47.425076000000004	43.716732	159.319717	98.153488	63.971661	56.785931000000005	47.496586	163.166031	89.56707	67.095345	60.174564000000004	59.849819	54.436275	42.098278	64.607513	64.784012	69.946732	145.730728	98.447365	70.098984
Timm8a	59.11441800000001	41.951504	42.226883	71.77298	74.864006	68.652489	61.200396999999995	46.768593	115.579903	186.611816	68.780571	132.272995	104.965553	146.97425800000002	140.12176499999998	171.993988	89.16211700000001	89.534904	109.791725	152.14451599999998	187.123062	46.415333000000004	137.4888	91.391747	78.974602	112.379974	144.911697	195.892426	116.67383600000001	76.564537	139.13751200000002	112.629196	57.055282999999996	185.115585	142.658859	95.56594799999999	82.47538	53.500378000000005	45.282307	41.547752	60.607285	63.225941000000006	56.401039000000004
Timm8b	62.300243	35.960045	52.765823	56.330265000000004	63.970833	92.593765	86.490059	69.005753	9.136678999999999	85.346703	46.706947	62.25951800000001	78.020462	31.813725	34.915108000000004	49.414658	38.084019	88.734764	28.110312	37.368706	80.697929	47.948994	66.421379	67.47551	54.121838000000004	37.683514	39.232513	98.157539	59.725803000000006	79.955566	42.470894	26.701462	66.428162	80.98796800000001	68.886955	95.964714	85.852684	58.393238000000004	51.343689000000005	59.245766	56.092093999999996	46.409603000000004	66.26664699999999
Timm9	56.114056000000005	37.746871999999996	52.469134999999994	67.43956	58.596764	48.221958	38.467224	49.846470000000004	52.18045	68.819901	62.01461	52.803146	22.131021	69.112099	67.883942	64.761528	1.219449	43.560261	46.056026	62.717628000000005	75.984146	41.907631	49.801479	39.148590000000006	27.467501000000002	58.787781	56.959366	78.611671	55.267178	42.883926	58.204517	50.055576	42.49612	65.652252	65.551857	38.48457	37.132335999999995	44.312889	43.243996	49.387138	72.708359	47.321846	45.268017
Timmdc1	38.205124	23.224276	27.292546999999995	36.677642999999996	41.741695	47.041447	48.961411	47.839138	11.429483	45.448044	43.558399	47.530277000000005	32.982121	44.410831	34.171036	46.730438	24.686369	45.95195	22.862904	31.194752	48.708736	24.473129	37.51442	41.623852	36.879112	39.703102	31.893435999999998	46.89397	49.203598	55.180561	35.501087	31.785434999999996	52.112896	53.30646899999999	53.247925	56.861073	59.6194	39.147671	30.216183	35.529938	39.121834	27.609396000000004	49.458164000000004
Timp1	7436.317870999999	4017.1530759999996	2924.467773	1877.437134	3893.552979	8763.145508	9036.269531	3492.890625	422.72839400000004	2618.7504879999997	1899.2489010000002	3305.1713870000003	2680.777832	535.840454	1433.711548	3061.194092	2857.918457	4244.693848	417.493866	1313.322388	2260.384521	1385.767944	2571.566406	3524.5261229999996	3404.483643	662.182312	1325.419434	1840.1260989999998	2922.080566	3946.224854	645.317566	928.7201539999999	8557.567383	2234.311035	2252.125732	3174.730225	3205.053711	5839.263672	3988.7861329999996	3528.998047	1992.6855469999998	3046.724121	9177.458984
Timp2	238.21362299999998	199.783676	160.4505	67.88044000000001	109.95326200000001	194.99624599999999	253.724686	213.714493	39.92955	68.96672099999999	72.86945300000001	161.208832	124.075401	52.271805	64.51479300000001	111.911697	126.84406299999999	197.934479	34.680225	59.944858999999994	88.526115	57.23768199999999	129.452225	175.70752	163.52327	62.595969999999994	56.270664000000004	56.142586	172.72464	246.902802	49.153408	57.721584	265.76489300000003	78.986992	139.575043	232.896515	224.568756	192.955704	240.064819	200.867325	84.353218	68.072937	266.86627200000004
Timp3	0.0	0.0	0.0	0.0	0.03702	0.0	0.0	0.0	0.0	0.0	0.0	0.150376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.123471	0.0	0.0	0.0	0.0	0.062791	0.0	0.069939	0.165189	0.0	0.11618900000000001	0.0	0.0	0.0	0.050532	0.0	0.077751	0.0	0.0	0.0	0.0	0.0	0.0
Timp4	0.0	0.0	0.0	0.113474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tinag	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tinagl1	4662.947265999999	3243.9067379999997	2770.110107	1018.053467	1993.6352539999998	1709.064941	3804.773438	4404.737305	2067.88501	1228.518555	1006.755737	2528.102783	1945.953979	898.9244380000001	1645.448975	2226.088623	1287.620483	1912.7592769999999	1100.973999	1763.464966	1649.589355	2765.905029	2243.519043	1664.585083	1961.91687	812.829773	1758.221802	1403.525269	2333.2270510000003	2089.147705	735.538696	1425.524414	2535.64624	1415.075684	2297.12793	1826.4198	1761.8535160000001	4131.043945	2960.145752	3024.5314940000003	1025.938232	2099.914307	2697.69873
Tinf2	15.057343	13.437173999999999	12.882228999999999	16.236187	11.062403999999999	9.372522	15.024881	23.805328	7.636564999999999	9.24885	13.024353	6.5215760000000005	10.247299	15.145797	18.129116	9.226048	4.382556	12.078915	12.940281	12.417100999999999	12.984631	9.449424	4.743644000000001	13.838323	12.360325	14.375232999999998	11.731066	9.144844	9.151369	14.581949	12.250254	14.220370999999998	8.963724000000001	8.39175	4.620344	10.268925999999999	15.659017	12.423736	18.637605999999998	21.901842000000002	14.325342000000001	10.344562	10.130218
Tiparp	55.214642000000005	33.903881	27.526102	27.41559	36.391068	32.157845	40.060184	45.688271	6.5614740000000005	18.923298000000003	34.046265000000005	29.045502000000003	9.514023	35.102932	27.410238	21.676914	13.277835999999999	14.694529999999999	9.535792	19.819628	33.447796000000004	11.043839	17.813488	16.765816	20.437260000000002	32.745567	14.690110999999998	18.388065	36.246429	28.971096000000003	18.437154999999997	18.452744	63.02005	29.206923	33.85218	26.126043	29.357677000000002	62.818934999999996	57.482456000000006	41.130909	39.595596	13.355598	68.899284
Tipin	19.300787	27.678694	23.097582	60.686787	51.945644	24.820848	17.263569	23.028294	19.026903	51.308170000000004	61.405804	43.585403	17.039728	49.862109999999994	55.021232999999995	34.590590999999996	24.458551	26.209789	22.875797	41.57333	64.482208	30.380739000000002	37.817485999999995	22.144859	27.260151	51.783062	31.592236	55.840973	42.568371	36.247478	41.80925	44.401340000000005	34.057899	53.773949	44.662407	32.718784	34.127528999999996	23.200257999999998	29.69138	25.521811	59.091395999999996	27.646538	34.843563
Tiprl	46.663849	61.867413	64.902168	37.832802	40.602715	37.22168	44.177054999999996	68.128136	31.593082	40.990719	38.955971000000005	38.389854	33.177528	43.447952	49.304646000000005	41.385906	5.5909949999999995	48.559937	27.979977	44.518959	49.923199	21.900284	35.397919	32.125832	49.298023	38.057526	38.119331	44.836514	39.181255	41.46228	26.704822999999998	68.76037600000001	61.293949	64.073792	51.573887	44.875427	49.641365	56.669830000000005	92.713341	78.245964	42.554703	23.374702	52.536179000000004
Tirap	9.821826	7.177525999999999	4.5394	3.572922	7.207591000000001	2.4953689999999997	10.273574	8.772274000000001	1.73702	2.389239	6.4738370000000005	7.919714999999999	1.417914	2.313968	0.990922	6.5932	0.0	4.984183	1.433382	7.983092	10.486023	7.145051	4.571235	6.12627	5.570944	3.5679220000000003	3.977007	3.692939	13.940506	6.361577	2.570505	1.421686	12.736403999999999	6.685882	10.905491	7.310708999999999	5.118156	10.7027	5.4032480000000005	10.505666	6.506037	2.490735	11.016392
Tjap1	23.985149	11.326183	4.143458	20.01285	22.854521	6.7180990000000005	16.731565	5.683896	5.000765	11.538177000000001	16.332342	17.544424	5.7631760000000005	4.500593	14.625862	10.184088000000001	5.030087	1.603233	11.05515	13.005974	19.791998	13.585973000000001	4.06503	6.939585000000001	10.399378	20.500216	3.390311	7.410384	21.641628	17.758097	10.676787	13.066741	4.906111	9.173929	14.719082	3.728418	2.3534029999999997	20.544361	7.8681350000000005	9.165536999999999	22.122456	15.628051999999999	20.549717
Tjp1	11.892658	9.506815	6.348544	11.0181	19.249807	12.161033	11.179998	13.655457	6.255251	15.072731	7.916032	10.458598	14.541595999999998	9.525925	12.555501	7.808002	15.292635	11.107136	2.985312	18.61993	27.464847999999996	8.209242	8.963207	17.127232	30.884178000000002	12.803312	6.083568	6.664544	12.995915	16.987289	9.323163000000001	7.3459270000000005	13.907017000000002	10.832502	14.191819	9.535658999999999	21.036112	9.1069	18.787788	17.622688	16.590454	7.224636	18.989862
Tjp2	10.637895	5.881872	5.741348	15.577456	23.491665	6.068442	8.178197	10.488392	22.550005	8.964047	19.092094	15.978145000000001	3.730275	19.072065	22.945562	8.341592	9.695131	5.873359	14.170751000000001	23.476260999999997	20.198576	29.955158	5.895698	9.844285000000001	7.8204210000000005	30.406588	18.745586	11.051836	17.359833	12.366081	15.123610000000001	25.866433999999998	14.325675	15.566585	17.080078	7.416428	9.287389	11.239635	9.579324	9.6856	21.561441000000002	17.679934	14.407276000000001
Tjp3	0.624575	0.46197299999999997	0.23823000000000003	0.314894	0.271303	0.0	0.385154	0.383391	3.986465	1.025458	0.34691	2.4734279999999997	0.611921	1.7989580000000003	1.198644	1.104538	0.0	0.27514	3.6256739999999996	2.5870319999999998	1.146788	1.214235	1.244126	0.6597069999999999	0.0	1.367785	3.1835709999999997	1.889399	1.761137	0.0	0.996597	0.9024190000000001	0.613941	1.22696	0.5206	0.45064099999999996	0.413075	1.289839	0.634786	0.0	0.65409	1.0538450000000001	0.0
Tk1	10.976458000000001	3.172791	2.3025029999999997	75.216827	63.948875	13.887479999999998	8.788314999999999	5.427938	109.21231100000001	48.304916	64.14627800000001	25.321501	5.530652	70.540947	91.256676	25.359756	2.900931	3.962763	128.88725300000002	83.414429	49.273148	116.079315	22.75609	7.480036999999999	2.788574	74.463318	124.551979	50.769794	23.929306	5.14941	82.100166	104.619545	14.397238	35.308388	16.818857	6.001855	3.8219339999999997	8.029515	2.904131	2.430875	59.83695600000001	84.15416	8.891408
Tk2	15.688304	5.7984860000000005	4.1759	11.391254	14.254843	12.336737	15.822937	9.337619	10.598092999999999	10.716042999999999	11.166985	17.280248999999998	8.004968	14.536062	13.263245999999999	14.902639	6.8087729999999995	11.516886999999999	12.176639999999999	14.032476999999998	16.550068	9.984015	11.518833	7.31787	7.5987029999999995	15.090547	9.71529	11.211085	13.985503	12.64511	12.066525	13.065033999999999	17.02746	9.338884	14.357404	13.899852	14.720104999999998	15.976025	6.397668	6.341178	11.114083	9.411441	14.600074
Tkfc	7.506995	2.965723	2.056869	11.949681	19.695583	11.04376	12.185597	10.020833	17.45413	11.506836999999999	13.197175	9.104661	6.750852	11.762108	13.535964000000002	6.4843910000000005	5.6937739999999994	7.770923	11.011082	15.011932999999999	15.5125	13.978107000000001	10.386455999999999	3.955081	7.7163	14.674822	14.127325	8.985575	13.040769000000001	9.305586	14.886844	11.27508	14.064904	13.592595000000001	13.327273000000002	9.6062	6.238354	8.094822	5.202654	1.856771	11.27015	12.046004	13.890969
Tkt	287.72955299999995	225.129044	190.311676	423.45193499999993	490.512878	328.29623399999997	306.860596	231.965775	457.31897000000004	341.822205	455.00192300000003	257.177643	223.37483199999997	499.73233	579.943176	291.337128	229.205383	235.475494	513.3575440000001	529.086182	300.639587	438.02679400000005	245.675293	203.687531	222.21258500000002	446.80926500000004	699.052734	318.607269	236.49551400000001	201.099152	537.496521	571.50885	318.2034	322.63031	266.1409	250.399933	192.519745	263.763062	177.497406	192.406998	465.516754	615.098022	325.316803
Tktl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tktl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tlcd1	6.737667999999999	6.130005000000001	0.364507	12.301074	12.312337	4.961611	6.567810000000001	8.803734	6.865638000000001	13.8566	9.10902	3.520914	25.686321	10.102712	11.380686	6.820314	20.919947	24.359070000000003	3.200638	5.050542	12.559637	14.020592	14.626737	17.801195	16.225231	10.110837	10.87035	15.977882999999999	13.488741000000001	17.166622	10.218849	3.645058	11.863816	10.809431	11.597742	24.862057	6.891553	10.666048	5.055733999999999	4.17571	10.198908	10.39449	11.607582
Tldc2	0.0	0.0	0.0	0.196468	0.24389299999999997	0.689045	0.459883	0.0	0.0	0.869878	0.8124680000000001	0.774778	0.0	0.718588	0.9361870000000001	1.498528	0.0	0.0	0.0	0.790992	0.514672	0.0	0.0	0.0	0.0	0.39423800000000003	0.866137	0.48783999999999994	0.0	0.0	0.526149	0.755601	0.762238	0.315158	0.0	0.0	0.214088	0.550146	0.268177	0.664038	0.39979499999999996	0.634288	0.8357889999999999
Tle1	0.5022840000000001	1.540797	2.4389060000000002	3.1447580000000004	2.544851	0.657747	1.633095	1.28767	1.851488	1.5503770000000001	2.556331	2.814454	1.708394	2.928731	2.116575	1.543132	0.401005	1.081132	0.418699	2.57958	3.206632	1.279411	1.785259	2.526997	0.24598299999999998	3.013112	2.550175	1.3647989999999999	2.520737	2.132246	2.086705	3.172963	2.094773	1.512756	3.257414	1.6879099999999998	1.503923	2.551959	1.4830020000000002	3.6419949999999996	3.052059	1.75256	2.5775069999999998
Tle2	3.156171	1.385258	2.096715	1.455643	1.043037	1.546637	1.931768	3.9808779999999997	0.0	2.251945	1.889256	1.614876	0.15875899999999998	2.864105	1.916135	2.415915	0.0	0.753627	0.463868	0.8358899999999999	4.114522	0.618979	1.001782	0.304888	2.465643	2.501833	1.2756100000000001	1.8541619999999999	3.646299	2.291383	1.032724	0.8510559999999999	1.7797310000000002	1.9117060000000001	1.652063	1.891584	1.630218	1.400476	2.553905	4.017034	1.2972700000000001	1.439311	2.964529
Tle3	31.663973	9.813666	8.673036999999999	18.572599	29.913332	9.083933	14.890244000000001	16.639231	15.921408999999999	9.640677	16.903057	14.882278	8.802232	17.929358999999998	20.049122	13.928735000000001	10.2446	12.788295	6.910653999999999	9.940116	19.689049	23.098352	13.764282999999999	11.938167	16.429358999999998	14.583873	10.116014999999999	8.130493	22.475111	17.684798999999998	17.921434	7.442181	18.850737	7.739228999999999	19.169836	25.744577	14.968154	21.475666	8.270082	12.382845	12.143647999999999	8.919014	15.579182000000001
Tle6	0.175566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12548800000000002	0.0	0.05558099999999999	0.0	0.0	0.0	0.0	0.0
Tle7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tlk1	17.900881	16.423231	13.689035	15.507739	18.804228	10.257274	13.6363	19.986202	2.325207	5.958761	14.854989000000002	19.370159	8.935115	18.295385	7.04201	5.780819	18.581532	13.720471	4.350778	21.043470000000003	21.954567	5.997243	15.599611999999999	20.598991	21.578526999999998	16.910294	4.7717089999999995	10.494150999999999	24.732886999999998	19.372152	10.248438	12.068888000000001	19.472118	16.520584	19.452095	14.690779000000001	28.678321999999998	18.818171	15.256679	19.5471	7.6188270000000005	3.5311169999999996	19.721575
Tlk2	33.992287	43.910488	32.134197	30.278151	34.093143	20.215104999999998	30.986615999999998	41.37746	17.391942999999998	18.577215	29.298820000000003	25.897007000000002	20.151417000000002	30.808199	28.219227000000004	20.76671	21.499763	21.431486	14.535453	29.544990999999996	35.062195	26.491204999999997	19.752146	25.981614999999998	34.187279	35.478664	19.141298000000003	18.902634	28.317496999999996	26.822703999999998	18.416029	24.926216	36.339745	25.176878	27.484773999999998	21.795692000000003	31.52865	42.456581	50.46962	51.409824	34.945060999999995	18.766045000000002	36.24844
Tll1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
